Treat,Incidence,Trial,Date,Significance,scaled.incidence
zampro,6,Trial 7,9/24/2015,d,0.078472404
zampro,10,Trial 7,9/24/2015,d,0.13078734
zampro,36,Trial 7,9/24/2015,d,0.470834423
zampro,24,Trial 7,9/24/2015,d,0.313889615
zampro,14,Trial 7,9/24/2015,d,0.183102276
zampro,8,Trial 7,9/24/2015,d,0.104629872
zampro,10,Trial 7,9/24/2015,d,0.13078734
zampro,18,Trial 7,9/24/2015,d,0.235417212
zampro,6,Trial 7,9/24/2015,d,0.078472404
zampro,14,Trial 7,9/24/2015,d,0.183102276
actigard,0,Trial 8,8/13/2016,b,0
actigard,2,Trial 8,8/13/2016,b,0.086956522
actigard,0,Trial 8,8/13/2016,b,0
actigard,2,Trial 8,8/13/2016,b,0.086956522
actigard,0,Trial 8,8/13/2016,b,0
actigard,0,Trial 8,8/13/2016,b,0
actigard,0,Trial 8,8/13/2016,b,0
actigard,0,Trial 8,8/13/2016,b,0
actigard,2,Trial 8,8/13/2016,b,0.086956522
actigard,0,Trial 8,8/13/2016,b,0
actigard,10,Trial 8,8/13/2016,b,0.434782609
actigard,0,Trial 8,8/13/2016,b,0
actigard,0,Trial 8,8/13/2016,b,0
actigard,0,Trial 8,8/13/2016,b,0
actigard,0,Trial 8,8/13/2016,b,0
biospecific,5,Trial 8,8/13/2016,b,0.217391304
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,2,Trial 8,8/13/2016,b,0.086956522
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,5,Trial 8,8/13/2016,b,0.217391304
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,5,Trial 8,8/13/2016,b,0.217391304
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,15,Trial 8,8/13/2016,b,0.652173913
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,0,Trial 8,8/13/2016,b,0
biospecific,0,Trial 8,8/13/2016,b,0
cueva,3,Trial 8,8/13/2016,b,0.130434783
cueva,0,Trial 8,8/13/2016,b,0
cueva,7,Trial 8,8/13/2016,b,0.304347826
cueva,2,Trial 8,8/13/2016,b,0.086956522
cueva,0,Trial 8,8/13/2016,b,0
cueva,0,Trial 8,8/13/2016,b,0
cueva,0,Trial 8,8/13/2016,b,0
cueva,0,Trial 8,8/13/2016,b,0
cueva,2,Trial 8,8/13/2016,b,0.086956522
cueva,0,Trial 8,8/13/2016,b,0
cueva,0,Trial 8,8/13/2016,b,0
cueva,4,Trial 8,8/13/2016,b,0.173913043
cueva,0,Trial 8,8/13/2016,b,0
cueva,15,Trial 8,8/13/2016,b,0.652173913
cueva,0,Trial 8,8/13/2016,b,0
howler,0,Trial 8,8/13/2016,b,0
howler,20,Trial 8,8/13/2016,b,0.869565217
howler,0,Trial 8,8/13/2016,b,0
howler,5,Trial 8,8/13/2016,b,0.217391304
howler,10,Trial 8,8/13/2016,b,0.434782609
howler,0,Trial 8,8/13/2016,b,0
howler,15,Trial 8,8/13/2016,b,0.652173913
howler,10,Trial 8,8/13/2016,b,0.434782609
howler,0,Trial 8,8/13/2016,b,0
howler,0,Trial 8,8/13/2016,b,0
howler,20,Trial 8,8/13/2016,b,0.869565217
howler,5,Trial 8,8/13/2016,b,0.217391304
howler,0,Trial 8,8/13/2016,b,0
howler,7,Trial 8,8/13/2016,b,0.304347826
howler,0,Trial 8,8/13/2016,b,0
LifeGard,5,Trial 8,8/13/2016,b,0.217391304
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,40,Trial 8,8/13/2016,b,1.739130435
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,2,Trial 8,8/13/2016,b,0.086956522
LifeGard,2,Trial 8,8/13/2016,b,0.086956522
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,20,Trial 8,8/13/2016,b,0.869565217
LifeGard,3,Trial 8,8/13/2016,b,0.130434783
LifeGard,10,Trial 8,8/13/2016,b,0.434782609
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,0,Trial 8,8/13/2016,b,0
LifeGard,5,Trial 8,8/13/2016,b,0.217391304
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,15,Trial 8,8/13/2016,b,0.652173913
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,2,Trial 8,8/13/2016,b,0.086956522
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,4,Trial 8,8/13/2016,b,0.173913043
oxidate,10,Trial 8,8/13/2016,b,0.434782609
oxidate,20,Trial 8,8/13/2016,b,0.869565217
oxidate,0,Trial 8,8/13/2016,b,0
oxidate,0,Trial 8,8/13/2016,b,0
untreated,3,Trial 8,8/13/2016,a,0.130434783
untreated,5,Trial 8,8/13/2016,a,0.217391304
untreated,25,Trial 8,8/13/2016,a,1.086956522
untreated,5,Trial 8,8/13/2016,a,0.217391304
untreated,60,Trial 8,8/13/2016,a,2.608695652
untreated,7,Trial 8,8/13/2016,a,0.304347826
untreated,30,Trial 8,8/13/2016,a,1.304347826
untreated,30,Trial 8,8/13/2016,a,1.304347826
untreated,10,Trial 8,8/13/2016,a,0.434782609
untreated,20,Trial 8,8/13/2016,a,0.869565217
untreated,25,Trial 8,8/13/2016,a,1.086956522
untreated,45,Trial 8,8/13/2016,a,1.956521739
untreated,65,Trial 8,8/13/2016,a,2.826086957
untreated,10,Trial 8,8/13/2016,a,0.434782609
untreated,5,Trial 8,8/13/2016,a,0.217391304
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,5,Trial 8,8/13/2016,b,0.217391304
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,10,Trial 8,8/13/2016,b,0.434782609
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
zonix,0,Trial 8,8/13/2016,b,0
